,player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year,school,school_id
0,Scott Kazmir,Texas,1,6-0,175,L/L,"Houston, TX",Rd 1 by Mets (2002),Rays (2004),ildcats,,2002,Texas,703.0
1,BJ (Melvin) Upton,Florida St.,2,6-3,175,R/R,"Chesapeake, VA",Rd 1 by Rays (2002),Rays (2004),None,,2002,Florida St.,234.0
3,Christopher Gruler,Arizona St.,4,6-3,195,R/R,"Brentwood, CA",Rd 1 by Reds (2002),None,Nor Cal,,2002,Arizona St.,28.0
4,Zack Greinke,Clemson,5,6-2,185,R/R,"Apopka, FL",Rd 1 by Royals (2002),Royals (2004),None,,2002,Clemson,147.0
5,Jason Neighborgall,Georgia Tech,6,6-5,190,R/R,"Hillsborough, NC",Rd 3 by Diamondbacks (2005),None,None,,2002,Georgia Tech,255.0
6,Mark McCormick,Baylor,7,6-2,195,R/R,"Clear Lake Shore, TX",Rd 1 by Cardinals (2005),None,None,,2002,Baylor,51.0
7,Jeff Francoeur,Clemson,8,6-4,200,R/R,"Lilburn, GA",Rd 1 by Braves (2002),Braves (2005),None,,2002,Clemson,147.0
9,Sergio Santos,Southern California,10,6-3,190,R/R,"Hacienda Heights, CA",Rd 1 by Diamondbacks (2002),White Sox (2010),Connie Mack Giants,,2002,Southern California,657.0
10,Jon Lester,Arizona St.,11,6-2,190,L/L,"Puyallup, WA",Rd 2 by Red Sox (2002),Red Sox (2006),None,,2002,Arizona St.,28.0
11,Jeff Clement,Southern California,12,6-1,200,L/R,"Marshalltown, IA",Rd 1 by Mariners (2005),Mariners (2007),HS Team,,2002,Southern California,657.0
12,Scott Moore,Cal St. Fullerton,13,6-2,180,None,"Long Beach, CA",Rd 1 by Tigers (2002),Cubs (2006),Connie Mack,,2002,Cal St. Fullerton,97.0
13,James Loney,Baylor,14,6-2,180,L/L,"Missouri City, TX",Rd 1 by Dodgers (2002),Dodgers (2006),None,,2002,Baylor,51.0
14,Matt Whitney,Clemson,15,6-4,190,R/R,"Palm Beach Gardens, FL",Rd 1 by Indians (2002),None,None,,2002,Clemson,147.0
15,Micah Owings,Tulane,16,6-3,205,R/R,"Gainesville, GA",Rd 2 by Rockies (2002),Diamondbacks (2007),None,,2002,Tulane,718.0
16,Zach Hammes,Iowa,17,6-5,205,R/R,"Iowa City, IA",Rd 2 by Dodgers (2002),None,None,,2002,Iowa,312.0
17,Mike Pelfrey,Wichita St.,18,6-6,190,R/R,"Wichita, KS",Rd 1 by Mets (2005),Mets (2006),None,,2002,Wichita St.,782.0
19,Micah Schilling,LSU,20,5-11,185,L/R,"Clinton, LA",Rd 1 by Indians (2002),None,Bill Hood's All Stars,,2002,LSU,365.0
20,Christian Madson,Florida,22,6-8,220,R/R,"Valrico, FL",Rd 14 by White Sox (2002),None,None,,2002,Florida,235.0
21,John Jr. Mayberry,Stanford,23,6-4,200,R/R,"Overland Park, KS",Rd 1 by Rangers (2005),Phillies (2009),KC Tigers,,2002,Stanford,674.0
22,Brian McCann,Alabama,24,6-2,190,L/R,"Duluth, GA",Rd 2 by Braves (2002),Braves (2005),None,,2002,Alabama,8.0
24,Jason Pridie,Vanderbilt,26,0-0,0,None,"Prescott, AZ",None,None,None,,2002,Vanderbilt,736.0
25,Brent Clevlen,Texas,27,0-0,0,None,"Cedar Park, TX",None,None,None,,2002,Texas,703.0
26,Jake Blalock,Arizona St.,28,0-0,0,None,"San Diego, CA",None,None,None,,2002,Arizona St.,28.0
27,Ryan Doherty,Notre Dame,29,7-2,225,R/R,"Toms River, NJ",None,None,None,,2002,Notre Dame,513.0
28,Clinton Everts,Baylor,31,6-1,175,B/R,"Cypress, TX",Rd 1 by Nationals (2002),None,Angels 18 yr. Elite,,2002,Baylor,51.0
29,Thomas Wilhelmsen,Arizona St.,32,6-6,190,R/R,"Tucson, AZ",Rd 7 by Brewers (2002),Mariners (2011),Legion Post 7,,2002,Arizona St.,28.0
30,Adam Donachie,UCF,33,6-2,175,R/R,"Orlando, FL",Rd 2 by Royals (2002),None,None,,2002,UCF,128.0
31,Jonathan Broxton,Ga. Southern,34,None,None,None,"Augusta, GA",Rd 2 by Dodgers (2002),Dodgers (2005),None,,2002,Ga. Southern,253.0
32,Mark Rosen,Miami (FL),35,5-11,200,L/L,"Randolph, MA",Rd 5 by Diamondbacks (2002),None,None,,2002,Miami (FL),415.0
33,Mark Romanczuk,Stanford,36,0-0,0,None,"Newark, DE",None,None,None,,2002,Stanford,674.0
34,Alex Merricks,Arizona St.,37,0-0,0,None,"Oxnard, CA",None,None,None,,2002,Arizona St.,28.0
36,Hayden Penn,San Diego St.,39,0-0,0,None,"Santee, CA",None,None,None,,2002,San Diego St.,626.0
38,Blair Johnson,Nebraska,42,0-0,0,None,"Topeka, KS",None,None,None,,2002,Nebraska,463.0
40,Josh Johnson,Oklahoma,44,0-0,0,None,"Tulsa, OK",None,None,None,,2002,Oklahoma,522.0
41,Jarrad Page,UCLA,45,0-0,0,None,"San Leandro, CA",None,None,None,,2002,UCLA,110.0
43,Prince Fielder,Arizona St.,47,6-1,240,L/R,"Melbourne, FL",Rd 1 by Brewers (2002),Brewers (2005),None,,2002,Arizona St.,28.0
45,James Guerrero,San Diego St.,49,5-9,165,None,"Fontana, CA",None,None,None,,2002,San Diego St.,626.0
46,Conor Lalor,South Carolina,50,0-0,0,None,"Germantown, TN",None,None,None,,2002,South Carolina,648.0
48,Clay Dirks,LSU,52,0-0,0,None,"Hernando, MS",None,None,None,,2002,LSU,365.0
50,Ryan Harvey,Florida,1,6-5,192,R/R,"Palm Harbor, FL",Rd 1 by Cubs (2003),None,None,,2003,Florida,235.0
52,Delmon Young,Arizona,3,6-3,195,R/R,"Camarillo, CA",Rd 1 by Rays (2003),Rays (2006),None,,2003,Arizona,29.0
53,Jeff Allison,Arizona,4,6-2,195,R/R,"Peabody, MA",Rd 1 by Marlins (2003),None,Team America,,2003,Arizona,29.0
54,Andrew Miller,North Carolina,5,6-6,185,L/L,"Gainesville, FL",Rd 1 by Tigers (2006),Tigers (2006),None,,2003,North Carolina,457.0
55,Chris Lubanski,Florida St.,6,6-3,180,L/L,"Schwenksville, PA",Rd 1 by Royals (2003),None,None,,2003,Florida St.,234.0
56,Jared Hughes,Santa Clara,7,6-6,220,R/R,"Laguna Niguel, CA",Rd 4 by Pirates (2006),Pirates (2011),None,,2003,Santa Clara,631.0
57,Ryan Sweeney,San Diego St.,8,6-4,205,L/L,"Cedar Rapids, IA",Rd 2 by White Sox (2003),White Sox (2006),None,,2003,San Diego St.,626.0
58,Craig Whitaker,Texas A&M,9,6-4,180,R/R,"Lufkin, TX",None,None,None,,2003,Texas A&M,697.0
59,John Danks,Texas,10,6-2,175,L/L,"Round Rock, TX",Rd 1 by Rangers (2003),White Sox (2007),None,,2003,Texas,703.0
61,Jay Sborz,Arizona St.,12,6-4,220,R/R,"Great Falls, VA",None,Tigers (2010),None,,2003,Arizona St.,28.0
62,Adam Jones,San Diego St.,13,6-1,180,S/R,"Spring Valley, CA",Rd 1 Comp by Mariners (2003),Mariners (2006),None,,2003,San Diego St.,626.0
64,Matt Moses,Clemson,15,6-0,210,L/R,"Richmond, VA",Rd 1 by Twins (2003),None,None,,2003,Clemson,147.0
65,Chad Billingsley,South Carolina,16,6-2,200,S/R,"Defiance, OH",Rd 1 by Dodgers (2003),Dodgers (2006),None,,2003,South Carolina,648.0
66,Sean Rodriguez,FIU,17,6-0,175,R/R,"Miami, FL",Rd 3 by Angels (2003),Angels (2008),None,,2003,FIU,231.0
67,Ian Stewart,Southern California,18,6-3,195,L/R,"Garden Grove, CA",Rd 1 by Rockies (2003),Rockies (2007),None,,2003,Southern California,657.0
68,Jarrod Saltalamacchia,Florida St.,19,6-4,190,S/R,"West Palm Beach, FL",Rd 1 by Braves (2003),Braves (2007),None,,2003,Florida St.,234.0
69,Scott Maine,Miami (FL),20,6-3,170,L/L,"Palm Beach Gardens, FL",Rd 6 by Diamondbacks (2007),Cubs (2010),None,,2003,Miami (FL),415.0
71,Jeff Manship,Notre Dame,22,6-0,170,R/R,"San Antonio, TX",Rd 14 by Twins (2006),None,None,,2003,Notre Dame,513.0
72,Anthony Whittington,Oklahoma St.,23,6-5,220,R/L,"Buffalo, WV",Rd 2 by Angels (2003),None,None,,2003,Oklahoma St.,521.0
73,James Houser,Florida,24,6-4,180,L/L,"Sarasota, FL",Rd 2 by Rays (2003),Marlins (2010),None,,2003,Florida,235.0
74,Jonathan Fulton,Virginia Tech,25,6-4,210,R/R,"Danville, VA",Rd 3 by Marlins (2003),None,Legion,,2003,Virginia Tech,742.0
75,C.J. Bressoud,Alabama,26,6-1,185,R/R,"Kennesaw, GA",Rd 26 by Braves (2003),None,None,,2003,Alabama,8.0
76,Colin Curtis,Arizona St.,27,6-0,195,L/L,"Sammamish, WA",Rd 4 by Yankees (2006),Yankees (2010),None,,2003,Arizona St.,28.0
78,Daniel Bard,North Carolina,29,6-4,185,R/R,"Charlotte, NC",Rd 1 by Red Sox (2006),Red Sox (2009),None,,2003,North Carolina,457.0
81,Drew Stubbs,Texas,32,6-3,185,R/R,"Atlanta, TX",Rd 1 by Reds (2006),None,None,,2003,Texas,703.0
83,Charles Benoit,Oklahoma,34,6-2,224,L/L,"Southlake, TX",Rd 10 by Pirates (2006),None,Dallas Mustangs,,2003,Oklahoma,522.0
85,Adam Hale,Rice,36,6-3,196,L/R,"Houston, TX",Rd 32 by Astros (2006),None,None,,2003,Rice,574.0
86,Chuck Tiffany,Cal St. Fullerton,37,6-1,190,L/L,"Covina, CA",Rd 2 by Dodgers (2003),None,None,,2003,Cal St. Fullerton,97.0
87,Xavier Paul,Tulane,38,5-11,195,S/R,"Slidell, LA",Rd 4 by Dodgers (2003),Dodgers (2009),None,,2003,Tulane,718.0
88,Michael Rogers,Texas,39,6-0,170,L/L,"Del City, OK",Rd 16 by Twins (2003),None,None,,2003,Texas,703.0
90,Jacob Stevens,Miami (FL),41,6-3,204,L/L,"Cape Coral, FL",Rd 3 by Braves (2003),None,None,,2003,Miami (FL),415.0
91,Robert Valido,FIU,42,6-1,175,R/R,"Miami, FL",Rd 4 by White Sox (2003),None,None,,2003,FIU,231.0
93,Eric Duncan,LSU,44,6-2,200,L/R,"Florham Park, NJ",Rd 1 by Yankees (2003),None,None,,2003,LSU,365.0
94,Justin Brashear,Ole Miss,45,6-3,200,L/R,"Lake Charles, LA",Rd 25 by Angels (2003),None,None,,2003,Ole Miss,433.0
96,Derik Olvey,Notre Dame,47,6-4,210,R/R,"Hueytown, AL",Rd 13 by Dodgers (2003),None,Bama Bombers,,2003,Notre Dame,513.0
97,Doug Frame,Texas A&M,48,6-1,210,L/L,"Tomball, TX",Rd 22 by Dodgers (2003),None,Heat,,2003,Texas A&M,697.0
99,Brennan Boesch,California,50,6-4,195,L/L,"Los Angeles, CA",Rd 3 by Tigers (2006),Tigers (2010),None,,2003,California,107.0
101,Christopher Nelson,Georgia,2,5-11,175,R/R,"Decatur, GA",Rd 1 by Rockies (2004),Rockies (2009),None,,2004,Georgia,257.0
102,Matt Bush,San Diego St.,3,6-0,170,R/R,"San Diego, CA",Rd 1 by Padres (2004),Rangers (2016),None,,2004,San Diego St.,626.0
103,Scott Elbert,Missouri,4,6-2,195,L/L,"Seneca, MO",None,Dodgers (2009),None,,2004,Missouri,434.0
104,Giovanny Gonzalez,Miami (FL),5,6-0,185,L/L,"Hialeah, FL",Rd 1 Comp by White Sox (2004),Athletics (2008),Miami Thunderstorms,,2004,Miami (FL),415.0
105,Phillip Hughes,Santa Clara,6,6-4,215,R/R,"Santa Ana, CA",Rd 1 by Yankees (2004),Yankees (2007),None,,2004,Santa Clara,631.0
106,Jay Rainville,Tennessee,7,6-3,220,R/R,"Pawtucket, RI",Rd 1 by Twins (2004),None,None,,2004,Tennessee,694.0
107,Gregory Golson,Texas,8,6-1,190,R/R,"Austin, TX",Rd 1 by Phillies (2004),Phillies (2008),Austin Slam,,2004,Texas,703.0
108,Eric Hurley,Florida,9,6-4,192,R/R,"Jacksonville, FL",Rd 1 by Rangers (2004),Rangers (2008),None,,2004,Florida,235.0
109,Mark Rogers,Miami (FL),10,6-2,200,R/R,"Orr's Island, ME",Rd 1 by Brewers (2004),Brewers (2010),None,,2004,Miami (FL),415.0
110,Neil Walker,Clemson,11,6-2,205,S/R,"Gibsonia, PA",Rd 1 by Pirates (2004),Pirates (2009),None,,2004,Clemson,147.0
111,Dexter Fowler,Miami (FL),12,6-5,188,R/R,"Alpharetta, GA",Rd 14 by Rockies (2004),Rockies (2008),None,,2004,Miami (FL),415.0
112,Chuck Lofgren,Santa Clara,13,6-3,190,L/L,"Burlingame, CA",Rd 4 by Indians (2004),None,None,,2004,Santa Clara,631.0
113,Yovani Gallardo,TCU,14,6-2,180,R/R,"Ft. Worth, TX",Rd 2 by Brewers (2004),Brewers (2007),None,,2004,TCU,698.0
114,Trevor Plouffe,Southern California,15,6-1,170,R/R,"Northridge, CA",Rd 1 by Twins (2004),Twins (2010),None,,2004,Southern California,657.0
115,Troy Patton,Texas,16,6-1,170,L/L,"Magnolia, TX",Rd 9 by Astros (2004),Astros (2007),None,,2004,Texas,703.0
116,Brad Bergesen,San Diego,17,6-2,215,L/R,"Pleasanton, CA",Rd 4 by Orioles (2004),Orioles (2009),NorCal,,2004,San Diego,627.0
117,Matt Walker,Southeastern La.,18,6-3,190,R/R,"Grennwell Springs, LA",Rd 10 by Rays (2004),None,HS team,,2004,Southeastern La.,655.0
118,Michael Taylor,Stanford,19,6-5,235,R/R,"Apopka, FL",Rd 5 by Phillies (2007),None,None,,2004,Stanford,674.0
119,Matt Wieters,Georgia Tech,20,6-4,200,S/R,"Goose Creek, SC",Rd 1 by Orioles (2007),Orioles (2009),South Carolina Diamond Devils,,2004,Georgia Tech,255.0
120,Erik Davis,Stanford,21,6-3,180,R/R,"Mountain View, CA",Rd 13 by Padres (2008),Nationals (2013),West Bay Titans,,2004,Stanford,674.0
121,Stephen Chapman,Auburn,22,5-11,185,L/L,"Marianna, FL",Rd 6 by Brewers (2004),None,TM FL USA,,2004,Auburn,37.0
122,Michael Schlact,South Carolina,23,6-7,205,R/R,"Marietta, GA",Rd 3 by Rangers (2004),None,None,,2004,South Carolina,648.0
123,Mark Trumbo,Southern California,24,6-5,220,R/R,"Orange, CA",Rd 18 by Angels (2004),None,Yankee Scout Team,,2004,Southern California,657.0
124,Christian Garcia,South Carolina,25,6-4,190,S/R,"Miami, FL",Rd 3 by Yankees (2004),Nationals (2012),CABA-hs team,,2004,South Carolina,648.0
125,Erik Cordier,NC State,26,6-3,195,R/R,"Sturgeon Bay, WI",Rd 2 by Royals (2004),Giants (2014),OH Warhawks,,2004,NC State,490.0
126,Michael Rozier,North Carolina,27,6-5,210,L/L,"Stockbridge, GA",Rd 12 by Red Sox (2004),None,Ohio Warhawks,,2004,North Carolina,457.0
127,Josh Copeland,Alabama,28,6-3,200,R/R,"Palmetto, GA",Rd 47 by Angels (2008),None,Ohio Warhawks,,2004,Alabama,8.0
128,Eric Ridener,New Mexico,29,6-4,220,R/R,"Coral Springs, FL",Rd 8 by Pirates (2004),None,Central FL Renegades,,2004,New Mexico,473.0
129,Javier Guerra,Arizona,30,6-2,185,R/R,"Denton, TX",Rd 4 by Dodgers (2004),Dodgers (2011),None,,2004,Arizona,29.0
130,Warren McFadden,Tulane,31,6-1,190,R/R,"Plantation, FL",Rd 28 by Tigers (2007),None,None,,2004,Tulane,718.0
131,Andrew Gale,North Carolina,32,6-6,230,R/R,"Durham, NH",Rd 43 by Nationals (2004),None,Midland Redskins,,2004,North Carolina,457.0
132,Sean Morgan,Tulane,33,6-3,218,R/R,"Sugarland, TX",Rd 4 by Diamondbacks (2007),None,None,,2004,Tulane,718.0
133,Billy Butler,Florida,34,6-2,232,R/R,"Jacksonville, FL",Rd 1 by Royals (2004),Royals (2007),None,,2004,Florida,235.0
134,Sam Demel,TCU,35,6-0,185,R/R,"Spring, TX",Rd 3 by Athletics (2007),Diamondbacks (2010),None,,2004,TCU,698.0
135,Alex Garabedian,Col. of Charleston,36,6-2,215,R/R,"Miami, FL",Rd 7 by Yankees (2004),None,"HS team, Team One",,2004,Col. of Charleston,1014.0
136,Preston Clark,Texas,37,5-10,178,R/R,"Rockwall, TX",Rd 33 by Cubs (2007),None,Dallas Tigers,,2004,Texas,703.0
137,Seth Garrison,Arizona St.,38,6-4,200,S/R,"Coppell, TX",Rd 23 by Red Sox (2008),None,Dallas Tigers,,2004,Arizona St.,28.0
138,Joshua Johnson,Texas,39,5-11,170,S/R,"Tampa, FL",None,None,HS Team,,2004,Texas,703.0
139,Kenn Kasparek,Texas,40,6-9,197,R/R,"Weimar, TX",Rd 12 by Mariners (2008),None,None,,2004,Texas,703.0
140,Steve Marquardt,Washington,41,6-2,195,R/R,"Kennewick, WA",Rd 37 by Phillies (2004),None,Baseball Northwest,,2004,Washington,756.0
142,Joseph Bauserman,Ohio St.,43,6-2,220,R/R,"Tallahassee, FL",Rd 4 by Pirates (2004),None,None,,2004,Ohio St.,518.0
143,David Kopp,Clemson,44,6-3,190,R/R,"Coral Springs, FL",Rd 2 by Cardinals (2007),None,Pokers,,2004,Clemson,147.0
144,Gaby Hernandez,FIU,45,6-4,220,R/R,"Miami, FL",Rd 3 by Mets (2004),None,None,,2004,FIU,231.0
145,Raudel Alfonso,Miami (FL),46,6-3,205,L/R,"Hialeah, FL",Rd 50 by Red Sox (2004),None,FL Bombers,,2004,Miami (FL),415.0
146,Matt Tuiasosopo,Washington,47,6-2,200,R/R,"Woodinville, WA",Rd 3 by Mariners (2004),None,None,,2004,Washington,756.0
147,Anthony Swarzak,LSU,48,6-3,190,R/R,"Ft. Lauderdale, FL",Rd 2 by Twins (2004),Twins (2010),None,,2004,LSU,365.0
148,Jacob McGee,UNLV,49,6-2,190,L/L,"Sparks, NV",Rd 5 by Rays (2004),Rays (2010),Reno Aces,,2004,UNLV,465.0
149,David Price,Vanderbilt,51,6-4,195,L/L,"Murfreesboro, TN",Rd 1 by Rays (2007),Rays (2008),None,,2004,Vanderbilt,736.0
150,Justin Upton,NC State,1,6-2,187,R/R,"Chesapeake, VA",Rd 1 by Diamondbacks (2005),Diamondbacks (2007),AAU,,2005,NC State,490.0
151,Cameron Maybin,Southern U.,2,6-3,195,S/R,"Arden, NC",Rd 1 by Tigers (2005),Tigers (2007),Midland Redskins,,2005,Southern U.,665.0
152,Zach Putnam,Michigan,3,6-2,210,R/R,"Ann Arbor, MI",Rd 5 by Indians (2008),Indians (2011),Ann Arbor Braves,,2005,Michigan,418.0
153,Justin Bristow,Auburn,4,6-4,205,R/R,"Richmond, VA",Rd 5 by Cubs (2008),None,None,,2005,Auburn,37.0
154,Sean O'Sullivan,San Diego St.,5,6-2,195,R/R,"El Cajon, CA",Rd 3 by Angels (2005),Angels (2009),None,,2005,San Diego St.,626.0
155,Andrew McCutchen,Florida,6,5-11,170,R/R,"Fort Meade, FL",Rd 1 by Pirates (2005),Pirates (2009),Team Florida USA,,2005,Florida,235.0
156,Jordan Danks,Texas,7,6-5,200,L/R,"Round Rock, TX",Rd 7 by White Sox (2008),White Sox (2012),Austin BB Club,,2005,Texas,703.0
157,Chris Volstad,Miami (FL),8,6-7,195,R/R,"Palm Beach Gardens, FL",Rd 1 by Marlins (2005),Marlins (2008),Yellowjackets,,2005,Miami (FL),415.0
158,Craig Italiano,TCU,9,6-3,195,R/R,"Flower Mound, TX",None,None,Dallas Mustangs,,2005,TCU,698.0
160,Ryan Tucker,Cal St. Fullerton,11,6-2,190,R/R,"Temple City, CA",Rd 1 by Marlins (2005),Marlins (2008),None,,2005,Cal St. Fullerton,97.0
161,John Drennen,UCLA,12,6-0,180,L/L,"San Diego, CA",Rd 1 Comp by Indians (2005),None,OC Dawgs/Encinatas Reds,,2005,UCLA,110.0
162,Josh Wall,LSU,13,6-6,190,R/R,"Walker, LA",Rd 2 by Dodgers (2005),Dodgers (2012),LA All Star BB,,2005,LSU,365.0
163,Colby Rasmus,Auburn,14,6-2,183,L/L,"Phenix City, AL",Rd 1 by Cardinals (2005),Cardinals (2009),OH Warhawks,,2005,Auburn,37.0
164,Mark Pawelek,Arizona St.,15,6-2,180,L/L,"Springville, UT",Rd 1 by Cubs (2005),None,Utah Stars,,2005,Arizona St.,28.0
165,Kyle Hancock,Arkansas,16,6-3,185,R/R,"Rowlett, TX",Rd 3 by Rockies (2005),None,Dallas Tigers 17U,,2005,Arkansas,31.0
166,Jeremy Hellickson,LSU,17,6-1,185,R/R,"Des Moines, IA",Rd 4 by Rays (2005),Rays (2010),HS team/FL Bombers,,2005,LSU,365.0
167,David Adams,Virginia,18,6-1,185,R/R,"Margate, FL",Rd 3 by Yankees (2008),Yankees (2013),S.F. Bandits,,2005,Virginia,746.0
169,Ike Davis,Arizona St.,20,6-5,205,L/L,"Scottsdale, AZ",Rd 1 by Mets (2008),Mets (2010),None,,2005,Arizona St.,28.0
170,Matthew Olson,East Carolina,21,6-4,185,R/R,"Chesapeake, VA",Rd 13 by Phillies (2005),None,None,,2005,East Carolina,196.0
171,Jeff Lyman,Arizona St.,22,6-3,215,R/R,"Alamo, CA",Rd 2 by Braves (2005),None,NorCal,,2005,Arizona St.,28.0
172,Chris Dominguez,Louisville,23,6-5,220,R/R,"Miami, FL",Rd 3 by Giants (2009),Giants (2014),Team Florida USA,,2005,Louisville,367.0
173,Tony Delmonico,Florida St.,23,5-11,185,S/R,"Knoxville, TN",Rd 6 by Dodgers (2008),None,Knoxville Thunder 17,,2005,Florida St.,234.0
174,Austin Jackson,Georgia Tech,24,6-2,180,R/R,"Denton, TX",Rd 8 by Yankees (2005),Tigers (2010),Dallas Panthers,,2005,Georgia Tech,255.0
175,Miers Quigley,Alabama,25,6-3,190,L/L,"Roswell, GA",Rd 19 by Cardinals (2005),None,None,,2005,Alabama,8.0
177,Henry Sanchez,San Diego St.,27,6-3,260,R/R,"San Diego, CA",Rd 1 by Twins (2005),None,Bucs,,2005,San Diego St.,626.0
178,Cody Satterwhite,Ole Miss,28,6-3,185,R/R,"Byram, MS",Rd 2 by Tigers (2008),None,None,,2005,Ole Miss,433.0
179,Eric Massingham,Cal Poly,29,6-2,205,R/R,"Benicia, CA",Rd 25 by Phillies (2009),None,NorCal,,2005,Cal Poly,90.0
180,Josh Zeid,Tulane,30,6-4,214,R/R,"New Haven, CT",Rd 10 by Phillies (2009),Astros (2013),LI Titans,,2005,Tulane,718.0
181,Buster Posey,Florida St.,32,6-1,180,R/R,"Leesburg, GA",Rd 1 by Giants (2008),Giants (2009),HS team,,2005,Florida St.,234.0
182,Beau Jones,LSU,33,6-0,180,L/L,"Destrehan, LA",Rd 1 Comp by Braves (2005),None,None,,2005,LSU,365.0
183,Mike Bowden,Arizona St.,34,6-3,210,R/R,"Aurora, IL",Rd 1 Comp by Red Sox (2005),Red Sox (2008),None,,2005,Arizona St.,28.0
184,Brandon Snyder,LSU,35,6-2,190,R/R,"Centreville, VA",Rd 1 by Orioles (2005),Orioles (2010),None,,2005,LSU,365.0
185,Preston Paramore,Arizona St.,36,6-3,210,S/R,"Allen, TX",Rd 3 by Athletics (2008),None,Dallas Tigers,,2005,Arizona St.,28.0
186,Joshua Bell,Fla. Atlantic,37,6-3,205,S/R,"Lantana, FL",Rd 4 by Dodgers (2005),Orioles (2010),"Bombers, Santa Fe Reds",,2005,Fla. Atlantic,229.0
187,Brian Kirwan,UCLA,38,6-4,195,R/R,"Del Mar, CA",Rd 11 by Twins (2005),None,None,,2005,UCLA,110.0
188,Aaron Thompson,Texas A&M,39,6-2,190,L/L,"Houston, TX",Rd 1 by Marlins (2005),Pirates (2011),Houston Kyle Chapman,,2005,Texas A&M,697.0
190,Brett Jacobson,Vanderbilt,41,6-6,194,R/R,"Carefree, AZ",Rd 4 by Tigers (2008),None,None,,2005,Vanderbilt,736.0
192,Thomas Mendoza,Miami (FL),43,6-3,195,L/R,"Hialeah, FL",None,None,Florida Bombers,,2005,Miami (FL),415.0
193,Brandon Erbe,Miami (FL),44,6-4,195,R/R,"Baltimore, MD",Rd 3 by Orioles (2005),None,None,,2005,Miami (FL),415.0
194,Dennis Raben,Miami (FL),45,6-3,185,L/L,"Hollywood, FL",Rd 2 by Mariners (2008),None,None,,2005,Miami (FL),415.0
195,Matthew Hall,Arizona St.,46,6-2,180,R/R,"Scottsdale, AZ",Rd 8 by Angels (2005),None,HS team,,2005,Arizona St.,28.0
196,Jonathan Egan,Georgia,47,6-4,210,R/R,"Hephzibah, GA",Rd 2 by Red Sox (2005),None,East Cobb Braves,,2005,Georgia,257.0
197,Nick Romero,San Diego St.,48,6-0,180,S/R,"Chula Vista, CA",Rd 5 by Twins (2008),None,San Diego Show,,2005,San Diego St.,626.0
198,Chaz Roe,Kentucky,49,6-5,170,R/R,"Lexington, KY",Rd 1 by Rockies (2005),None,None,,2005,Kentucky,334.0
199,Jarred Bogany,LSU,50,6-3,199,R/R,"Houston, TX",Rd 15 by Pirates (2005),None,Kyle Chapman,,2005,LSU,365.0
201,Brett Anderson,Oklahoma St.,2,6-4,210,L/L,"Stillwater, OK",Rd 2 by Diamondbacks (2006),Athletics (2009),Midland Redskins,,2006,Oklahoma St.,521.0
202,Clayton Kershaw,Texas A&M,3,6-3,210,L/L,"Dallas, TX",Rd 1 by Dodgers (2006),Dodgers (2008),DBAT,,2006,Texas A&M,697.0
203,Hank Conger,Southern California,4,6-1,205,S/R,"Huntington Beach, CA",Rd 1 by Angels (2006),Angels (2010),Trombly Baseball,,2006,Southern California,657.0
204,Chris Marrero,Miami (FL),5,6-3,200,R/R,"Hialeah Garden, FL",Rd 1 by Nationals (2006),Nationals (2011),Team Florida/All American Prospect,,2006,Miami (FL),415.0
205,Jordan Walden,Texas,6,6-4,185,R/R,"Mansfield, TX",Rd 12 by Angels (2006),Angels (2010),None,,2006,Texas,703.0
206,Chris Parmelee,Cal St. Fullerton,7,6-1,195,L/L,"Chino Hills, CA",Rd 1 by Twins (2006),Twins (2011),ABD Bulldogs,,2006,Cal St. Fullerton,97.0
207,Cody Johnson,Florida St.,8,6-4,195,L/R,"Panama City, FL",Rd 1 by Braves (2006),None,East Cobb Astros,,2006,Florida St.,234.0
208,Chris Tillman,Cal St. Fullerton,9,6-5,185,R/R,"Fountain Valley, CA",Rd 2 by Mariners (2006),Orioles (2009),None,,2006,Cal St. Fullerton,97.0
209,Jason Place,South Carolina,10,6-3,205,R/R,"Easley, SC",Rd 1 by Red Sox (2006),None,FL Bombers,,2006,South Carolina,648.0
211,Kasey Kiker,South Alabama,12,5-11,185,L/L,"Phenix City, AL",Rd 1 by Rangers (2006),None,OH Warhawks,,2006,South Alabama,646.0
212,Travis Snider,Arizona St.,13,6-2,220,L/L,"Everett, WA",Rd 1 by Blue Jays (2006),None,None,,2006,Arizona St.,28.0
214,Jeremy Jeffress,Longwood,15,6-1,180,R/R,"South Boston, VA",Rd 1 by Brewers (2006),Brewers (2010),Dixie Pre-majors,,2006,Longwood,363.0
215,Max Sapp,Florida St.,16,6-2,210,L/R,"Orlando, FL",Rd 1 by Astros (2006),None,Orlando Scorpions,,2006,Florida St.,234.0
216,Billy Rowell,Alabama,17,6-4,198,L/R,"Sewell, NJ",Rd 1 by Orioles (2006),None,Diamondjacks,,2006,Alabama,8.0
217,Adrian Cardenas,Florida,18,6-1,180,L/R,"Miami Lakes, FL",Rd 1 by Phillies (2006),Cubs (2012),All American Prospect,,2006,Florida,235.0
218,Jake Locker,Washington,19,6-3,210,R/R,"Ferndale, WA",Rd 10 by Angels (2009),None,Baseball Washington West,,2006,Washington,756.0
